date,text
2025-12-15T01:50:00.000000,LIMC 150150Z 01006KT CAVOK M00/M01 Q1026 NOSIG
2025-12-15T01:50:00.000000,LIME 150150Z 02005KT CAVOK 03/00 Q1026 NOSIG
2025-12-15T01:50:00.000000,LIMF 150150Z 30003KT CAVOK 03/M03 Q1027
2025-12-15T01:50:00.000000,LIPR 150150Z AUTO VRB02KT 2000 BR NCD 00/M00 Q1027
2025-12-15T01:50:00.000000,LIPZ 150150Z 01003KT CAVOK 02/00 Q1027 NOSIG
2025-12-15T01:50:00.000000,LIRF 150150Z 08003KT 9000 SCT040 06/06 Q1027 NOSIG
2025-12-15T01:50:00.000000,LIRN 150150Z 31003KT 6000 NSC 04/03 Q1027 NOSIG
2025-12-15T01:50:00.000000,LOWG 150150Z AUTO 24003KT 1100 R16/1500D R34/1300U BCFG BKN001 M02/M02 Q1026
2025-12-15T01:50:00.000000,LOWI 150150Z AUTO 14002KT 9999 NCD M04/M05 Q1025
2025-12-15T01:50:00.000000,LOWL 150150Z AUTO 13005KT 3000 BR BKN001 M00/M00 Q1025
2025-12-15T01:50:00.000000,EDDB 150150Z AUTO 22010KT 9999 OVC011 06/04 Q1021 NOSIG
2025-12-15T01:50:00.000000,EDDC 150150Z AUTO 17006KT CAVOK 00/00 Q1022
2025-12-15T01:50:00.000000,EDDE 150150Z AUTO 20006KT CAVOK 02/01 Q1020
2025-12-15T01:50:00.000000,EDDF 150150Z AUTO 17004KT 140V200 9999 OVC007 06/05 Q1022 NOSIG
2025-12-15T01:50:00.000000,EDDG 150150Z AUTO 14004KT 110V180 CAVOK 03/03 Q1018 NOSIG
2025-12-15T01:50:00.000000,EDDH 150150Z AUTO 21009KT 9999 OVC018 08/05 Q1017 NOSIG
2025-12-15T01:50:00.000000,EDDK 150150Z AUTO 13009KT 100V160 9999 OVC009 06/04 Q1019 BECMG OVC011
2025-12-15T01:50:00.000000,EDDL 150150Z AUTO 15018KT 9999 SCT008 06/04 Q1018 TEMPO BKN008
2025-12-15T01:50:00.000000,EDDM 150150Z AUTO 11005KT 1200 1000 R08L/1600D R08R/1200D BR OVC001 M01/M01 Q1023 BECMG 0700 FZFG
2025-12-15T01:50:00.000000,EDDN 150150Z AUTO 13010KT 8000 OVC004 03/01 Q1023
2025-12-15T01:50:00.000000,EDDP 150150Z AUTO 20008KT 9999 BKN014 05/03 Q1021 NOSIG
2025-12-15T01:50:00.000000,EDDR 150150Z AUTO 13005KT 090V150 0900 R26/1100U FG VV003 03/02 Q1021
2025-12-15T01:50:00.000000,EDDS 150150Z AUTO 18004KT 150V210 7000 3400 BR BKN002 01/01 Q1021
2025-12-15T01:50:00.000000,EDDV 150150Z AUTO 16005KT CAVOK 05/04 Q1018
2025-12-15T01:50:00.000000,EDDW 150150Z AUTO 18007KT 9999 OVC012 06/04 Q1017
2025-12-15T01:50:00.000000,EDFH 150150Z 14013KT 0500 R21/0500N FG VV/// 03/02 Q1019
2025-12-15T01:50:00.000000,EDHI 150150Z AUTO 20009KT 9999 // OVC017/// 07/05 Q1017
2025-12-15T01:50:00.000000,EDMO 150150Z AUTO VRB01KT 0700 0600 R22/0900U FZFG VV/// M02/M02 Q1022
2025-12-15T01:55:00.000000,ETEB 150155Z AUTO 15007KT 0400 FG VV000 01/00 A3016 RMK AO2 SLP240 T00110004 RVRNO FZRANO $
2025-12-15T01:55:00.000000,ETEK 150155Z AUTO 09008KT 0600 -RA FG VV002 03/03 A3012 RMK AO2 VIS 0600V2000 RAE0059RAB03 SLP093 P0000 T00260025 RVRNO FZRANO $
2025-12-15T01:55:00.000000,ETIK 150155Z AUTO 16003KT 5000 BR OVC003 03/02 A3020 RMK AO2 SLP237 T00340024 $
2025-12-15T01:50:00.000000,ETNG 150150Z VRB03KT CAVOK 02/01 Q1017 NOSIG
2025-12-15T01:55:00.000000,K1BW 150155Z AUTO 25015KT 10SM CLR 07/M10 A3017 RMK AO2 SLP225 T00731105 $
2025-12-15T01:55:00.000000,K1HN 150155Z AUTO 00000KT 10SM OVC230 M04/M07 M RMK AO2 SLPNO T10441069 $
2025-12-15T01:55:00.000000,KBEA 150155Z AUTO 01007KT 10SM SCT060 08/M01 A3049 RMK AO2 T00751008 PWINO
2025-12-15T01:53:00.000000,KBIV 150153Z AUTO 25009KT 10SM OVC015 M06/M08 A3051 RMK AO2 SLP347 T10611083
2025-12-15T01:53:00.000000,KCDR 150153Z AUTO 21004KT 10SM CLR M01/M05 A3002 RMK AO2 SLP222 T10111050
2025-12-15T01:55:00.000000,KCFJ 150155Z AUTO 31005KT 10SM CLR M20/M25 A3068 RMK AO2 T12001250
2025-12-15T01:53:00.000000,KCMI 150153Z 13004KT 10SM CLR M24/M26 A3066 RMK AO2 SLP408 T12441261
2025-12-15T01:53:00.000000,KGRR 150153Z 24008KT 10SM OVC016 M07/M08 A3049 RMK AO2 SNE24 SLP342 P0000 T10671083 $
2025-12-15T01:53:00.000000,KHGR 150153Z 30017G28KT 10SM SCT045 M08/M16 A3031 RMK AO2 PK WND 30029/0138 SLP287 T10831156 $
2025-12-15T01:53:00.000000,KMGY 150153Z AUTO 27004KT 10SM CLR M16/M19 A3058 RMK AO2 SLP381 T11561189
2025-12-15T01:53:00.000000,KMHT 150153Z 33016G23KT 10SM BKN075 M07/M14 A2994 RMK AO2 PK WND 33028/0057 SLP161 T10671144
2025-12-15T01:53:00.000000,KMMK 150153Z AUTO 33012G21KT 10SM CLR M07/M13 A3002 RMK AO2 SLP169 T10671128
2025-12-15T01:53:00.000000,KOVS 150153Z AUTO 18004KT 10SM CLR M16/M21 A3053 RMK AO2 SLP359 T11561211
2025-12-15T01:53:00.000000,KTTN 150153Z 29009G16KT 10SM BKN050 M08/M16 A3016 RMK AO2 SLP209 T10781161 $
2025-12-15T01:53:00.000000,KWST 150153Z AUTO 33008G23KT 10SM OVC080 M04/M12 A2994 RMK AO2 SLP137 T10441117
2025-12-15T01:55:00.000000,KXIF 150155Z AUTO 00000KT 10SM CLR M09/M16 A3026 RMK AO2 SLP267 T10901164 $
2025-12-15T01:55:00.000000,K0V4 150155Z AUTO 10SM CLR M07/M20 A3045 RMK AO1
2025-12-15T01:55:00.000000,K2DP 150155Z AUTO 34016G21KT 10SM OVC060 01/M08 A3024 RMK AO2 SNB0055E0056 SLP247 P0000 T00061081
2025-12-15T01:55:00.000000,K7W4 150155Z AUTO 33005KT 10SM CLR M08/M18 A3039 RMK AO1 T10801184
2025-12-15T01:53:00.000000,KAMG 150153Z AUTO 34010G16KT 10SM CLR 06/M07 A3030 RMK AO2 SLP259 T00561067
2025-12-15T01:55:00.000000,KBEA 150155Z AUTO 01007KT 10SM SCT060 08/M01 A3049 RMK AO2 T00751008 PWINO
2025-12-15T01:53:00.000000,KBFM 150153Z AUTO 35013G24KT 10SM CLR 04/M07 A3043 RMK AO2 SLP305 T00391067
2025-12-15T01:53:00.000000,KCEW 150153Z AUTO VRB05KT 10SM CLR 04/M09 A3040 RMK AO2 SLP294 T00391094
2025-12-15T01:53:00.000000,KCRE 150153Z AUTO 35009G22KT 10SM CLR 02/M14 A3032 RMK AO1 PK WND 32030/0129 SLP267 T00221144 $
2025-12-15T01:53:00.000000,KCUB 150153Z AUTO VRB05KT 10SM CLR 01/M17 A3040 RMK AO2 SLP294 T00111167
2025-12-15T01:55:00.000000,KFRR 150155Z AUTO 28010G18KT 250V310 10SM SCT050 M08/M18 A3036 RMK AO2 T10851183
2025-12-15T01:53:00.000000,KGNV 150153Z 36009KT 10SM CLR 12/M02 A3024 RMK AO2 SLP238 T01221022
2025-12-15T01:55:00.000000,KHRT 150155Z AUTO 34012KT 10SM CLR 05/M06 A3035 RMK AO2 SLP276 T00511065 $
2025-12-15T01:53:00.000000,KMAI 150153Z AUTO 36012KT 10SM CLR 06/M09 A3033 RMK AO2 SLP271 T00561089
2025-12-15T01:53:00.000000,KMLB 150153Z 00000KT 10SM CLR 19/17 A3010 RMK AO2 SLP191 T01940172
2025-12-15T01:53:00.000000,KOGB 150153Z AUTO 01008G19KT 10SM CLR 03/M13 A3035 RMK AO2 SLP278 T00331128 $
2025-12-15T01:53:00.000000,KSFB 150153Z 01007KT 10SM BKN039 19/15 A3013 RMK AO2 RAE00 SLP202 P0000 T01940150
2025-12-15T01:53:00.000000,KVLD 150153Z 36012G21KT 10SM CLR 07/M08 A3029 RMK AO2 SLP266 T00671083
2025-12-15T01:55:00.000000,BGTL 150155Z AUTO 11012KT 9999 CLR M27/M31 A2943 RMK AO2 SLP953 T12741315 TSNO $
2025-12-15T01:55:00.000000,K1NN 150155Z AUTO 32004KT M M FEW240 M03/M06 A2974 RMK AO2 SLP108 T10331064 RVRNO PWINO TSNO $
2025-12-15T01:55:00.000000,K1YT 150155Z AUTO 00000KT 10SM OVC200 07/04 A2997 RMK AO2 SLP161 T00670044 $
2025-12-15T01:55:00.000000,K2DP 150155Z AUTO 34016G21KT 10SM OVC060 01/M08 A3024 RMK AO2 SNB0055E0056 SLP247 P0000 T00061081
2025-12-15T01:55:00.000000,KBAD 150155Z AUTO 00000KT 8SM CLR 01/M11 A3057 RMK AO2 SLP357 T00071108 $
2025-12-15T01:53:00.000000,KBAF 150153Z 32015KT 10SM FEW028 FEW038 OVC055 M06/M12 A3000 RMK AO2 SLP165 T10611122
2025-12-15T01:55:00.000000,KDMA 150155Z AUTO 07004KT 10SM CLR 22/M06 A3009 RMK AO2 SLP205 T02191059 $
2025-12-15T01:55:00.000000,KDOV 150155Z AUTO 29019G24KT 10SM FEW080 M07/M15 A3023 RMK AO2 SLP241 T10661146
2025-12-15T01:53:00.000000,KDTS 150153Z 36017G28KT 10SM CLR 06/M09 A3036 RMK AO2 PK WND 35028/0058 SLP279 T00561094
2025-12-15T01:55:00.000000,KGRK 150155Z AUTO 01005KT 9SM CLR 01/M02 A3053 RMK AO2 SLP345 T00111023
2025-12-15T01:55:00.000000,KHRT 150155Z AUTO 34012KT 10SM CLR 05/M06 A3035 RMK AO2 SLP276 T00511065 $
2025-12-15T01:55:00.000000,KXNO 150155Z AUTO 34007KT 10SM CLR 02/M14 A3035 RMK AO2 SLP281 T00211145 $
2025-12-15T01:55:00.000000,OEPS 150155Z 11008KT 9999 SCT040 BKN100 14/11 A3003 RMK AO2A SLP153 WND DATA ESTMD ALSTG/SLP ESTMD T01430110
2025-12-15T01:53:00.000000,PABI 150153Z 16003KT 10SM BKN008 BKN050 M28/M31 A3000 RMK AO2 SLP230 T12831311 $
2025-12-15T02:00:00.000000,TUPJ 150200Z 09008KT 10SM SCT019 27/22 A3002 RMK Q1016 VIS16KM
2025-12-15T01:55:00.000000,KBAD 150155Z AUTO 00000KT 8SM CLR 01/M11 A3057 RMK AO2 SLP357 T00071108 $
2025-12-15T01:55:00.000000,KDMA 150155Z AUTO 07004KT 10SM CLR 22/M06 A3009 RMK AO2 SLP205 T02191059 $
2025-12-15T01:55:00.000000,KDOV 150155Z AUTO 29019G24KT 10SM FEW080 M07/M15 A3023 RMK AO2 SLP241 T10661146
2025-12-15T01:55:00.000000,KDYS 150155Z AUTO 01004KT 10SM CLR 00/M09 A3048 RMK AO2 SLP334 T00021093
2025-12-15T01:55:00.000000,KFCS 150155Z AUTO 00000KT 10SM CLR 06/M04 M RMK AO2 SLPNO T00571039 $
2025-12-15T01:55:00.000000,KFRI 150155Z AUTO 20006KT 10SM CLR M04/M15 A3045 RMK AO2 SLP328 T10451155 $
2025-12-15T01:55:00.000000,KGRK 150155Z AUTO 01005KT 9SM CLR 01/M02 A3053 RMK AO2 SLP345 T00111023
2025-12-15T01:55:00.000000,KHRT 150155Z AUTO 34012KT 10SM CLR 05/M06 A3035 RMK AO2 SLP276 T00511065 $
2025-12-15T01:55:00.000000,KLHW 150155Z AUTO 34009KT 10SM CLR 08/M09 A3028 RMK AO2 SLP257 T00791086 $
2025-12-15T01:55:00.000000,KMUO 150155Z AUTO 21005KT 10SM CLR 02/M03 A3021 RMK AO2 SLP246 T00241031 $
2025-12-15T01:51:00.000000,KNJM 150151Z AUTO 34013G22KT 10SM CLR M01/M14 A3030 RMK AO2 PK WND 34029/0138 SLP265 T10061139 $
2025-12-15T01:55:00.000000,KSSC 150155Z AUTO 36011KT 10SM CLR 02/M14 A3035 RMK AO2 SLP280 T00161145 $
2025-12-15T01:55:00.000000,KSVN 150155Z AUTO 01010KT 10SM CLR 10/M06 A3024 RMK AO2 SLP243 T00951060 $
2025-12-15T01:55:00.000000,KU16 150155Z AUTO 21005KT 9SM FEW220 M01/M06 A3028 RMK AO2 LTG DSNT S SLP274 T10141060 $
2025-12-15T01:55:00.000000,KVAD 150155Z AUTO 01008KT 10SM CLR 06/M08 A3028 RMK AO2 SLPNO T00571082 $
2025-12-15T01:53:00.000000,KAUS 150153Z 01011KT 10SM CLR 04/M02 A3054 RMK AO2 SLP347 T00391017 $
2025-12-15T01:53:00.000000,KBCE 150153Z AUTO 24004KT 10SM CLR M03/M08 A3040 RMK AO2 SLP307 T10281078 $
2025-12-15T01:53:00.000000,KBIL 150153Z 25012KT 10SM BKN230 09/M06 A3000 RMK AO2 SLP167 T00941061 $
2025-12-15T01:53:00.000000,KBNO 150153Z AUTO 02004KT 10SM CLR M01/M06 A3018 RMK AO2 SLP252 T10111061
2025-12-15T01:53:00.000000,KDRT 150153Z AUTO 28008KT 10SM OVC025 07/02 A3051 RMK AO2 SLP336 T00670022
2025-12-15T01:53:00.000000,KEPH 150153Z AUTO 01007KT 8SM BKN110 04/03 A3002 RMK AO2 SLP176 T00390033
2025-12-15T01:53:00.000000,KHIO 150153Z 00000KT 10SM BKN047 09/08 A3005 RMK AO2 SLP177 T00890078
2025-12-15T01:55:00.000000,KHLR 150155Z AUTO 35006KT 9SM M 01/M03 A3052 RMK AO2 SLP341 T00051029 CHINO RWY16 $
2025-12-15T01:53:00.000000,KLAX 150153Z 24005KT 10SM FEW009 16/13 A3005 RMK AO2 SLP176 T01560133
2025-12-15T01:53:00.000000,KLXV 150153Z AUTO 06008KT 10SM CLR M06/M16 A3049 RMK AO2 SLP317 T10561161
2025-12-15T01:53:00.000000,KMFE 150153Z 01017G24KT 10SM OVC019 15/11 A3042 RMK AO2 SLP301 T01500106 $
2025-12-15T01:53:00.000000,KMTJ 150153Z AUTO 15007KT 10SM CLR 01/M03 A3040 RMK AO2 SLP306 T00061033
2025-12-15T01:53:00.000000,KPUC 150153Z AUTO 01007KT 10SM CLR 01/M07 A3036 RMK AO2 SLP321 T00111072
2025-12-15T01:53:00.000000,KRTN 150153Z AUTO 01004KT 10SM CLR 00/M06 A3032 RMK AO2 SLP290 T00001061
2025-12-15T01:53:00.000000,KRWL 150153Z AUTO 19008KT 10SM CLR 03/M13 A3029 RMK AO2 SLP267 T00331128
2025-12-15T01:55:00.000000,KSUU 150155Z 00000KT 5SM BR OVC003 06/05 A3016 RMK AO2A SLP220 T00620050 $
2025-12-15T01:53:00.000000,KAGS 150153Z 02015KT 10SM CLR 02/M14 A3036 RMK AO2 PK WND 02028/0057 SLP282 T00221144
2025-12-15T01:53:00.000000,KANB 150153Z AUTO 02011G20KT 10SM CLR M03/M16 A3049 RMK AO2 SLP338 T10331156 $
2025-12-15T01:53:00.000000,KCHA 150153Z 01013KT 10SM CLR M06/M16 A3053 RMK AO2 SLP345 T10561161 $
2025-12-15T01:53:00.000000,KCRG 150153Z 36011KT 10SM CLR 11/M02 A3023 RMK AO2 SLP235 T01111017
2025-12-15T01:53:00.000000,KCSV 150153Z AUTO 04008KT 10SM CLR M11/M17 A3048 RMK AO2 SLP350 T11111167 FZRANO
2025-12-15T01:53:00.000000,KDCU 150153Z AUTO 01007KT 10SM CLR M06/M15 A3060 RMK AO2 SLP368 T10611150 $
2025-12-15T01:53:00.000000,KDNL 150153Z AUTO 02011G18KT 10SM CLR 02/M16 A3037 RMK AO2 SLP282 T00171161
2025-12-15T01:55:00.000000,KEGI 150155Z AUTO 36014KT 10SM CLR 05/M11 A3036 RMK AO2 SLP282 T00461107 $
2025-12-15T01:53:00.000000,KEQY 150153Z AUTO 01010G24KT 10SM CLR M03/M18 A3040 RMK AO2 PK WND 02027/0057 SLP313 T10331178
2025-12-15T01:53:00.000000,KGVL 150153Z AUTO 31012G19KT 10SM CLR M03/M15 A3036 RMK AO2 SLP290 T10331150
2025-12-15T01:53:00.000000,KGZH 150153Z AUTO 35007KT 10SM CLR 02/M12 A3043 RMK AO2 SLP304 T00171117
2025-12-15T01:53:00.000000,KLOU 150153Z 02003KT 10SM CLR M12/M18 A3066 RMK AO2 SLP395 T11221178 $
2025-12-15T01:53:00.000000,KMTJ 150153Z AUTO 15007KT 10SM CLR 01/M03 A3040 RMK AO2 SLP306 T00061033
2025-12-15T01:53:00.000000,KPNS 150153Z 36014G26KT 10SM CLR 04/M08 A3038 RMK AO2 PK WND 34026/0151 SLP291 T00441083
2025-12-15T01:53:00.000000,KTLH 150153Z 34007KT 10SM CLR 08/M04 A3028 RMK AO2 SLP254 T00831044 $
2025-12-15T01:53:00.000000,KACV 150153Z AUTO 03003KT 8SM FEW015 10/09 A3014 RMK AO2 SLP213 T01000089
2025-12-15T01:55:00.000000,KBAB 150155Z AUTO 24003KT 1 1/8SM BR OVC002 05/05 A3016 RMK AO2 VIS 5/8V1 1/8 SLP217 T00540048 $
2025-12-15T01:53:00.000000,KCDC 150153Z AUTO 19004KT 10SM CLR 05/M07 A3029 RMK AO2 SLP266 T00501067
2025-12-15T01:53:00.000000,KGTF 150153Z 22023G34KT 10SM CLR 12/M08 A2992 RMK AO2 PK WND 23034/0147 SLP138 T01221083 $
2025-12-15T01:53:00.000000,KHRI 150153Z AUTO 00000KT 10SM OVC090 08/06 A3004 RMK AO2 SLP177 T00830056
2025-12-15T01:53:00.000000,KLVK 150153Z 00000KT 6SM BR CLR 07/05 A3014 RMK AO2 SLP208 T00670050
2025-12-15T01:53:00.000000,KMFR 150153Z 33003KT 7SM OVC004 02/02 A3016 RMK AO2 SLP224 T00220017 $
2025-12-15T01:53:00.000000,KRDD 150153Z 00000KT 9SM CLR 07/06 A3013 RMK AO2 SLP204 T00670061
2025-12-15T01:53:00.000000,KRIL 150153Z AUTO 00000KT 10SM CLR 00/M06 A3037 RMK AO2 SLP314 T00001056
2025-12-15T01:53:00.000000,KRNT 150153Z 17004KT 10SM BKN037 BKN050 OVC110 12/09 A2999 RMK AO2 SLP161 T01170089
2025-12-15T01:53:00.000000,KSBA 150153Z 00000KT 10SM CLR 12/11 A3005 RMK AO2 SLP176 T01220111 $
2025-12-15T01:53:00.000000,KSDL 150153Z AUTO 00000KT 10SM CLR 20/02 A3005 RMK AO2 SLP164 T02000022
2025-12-15T01:53:00.000000,KSMF 150153Z 00000KT 1/2SM R17R/2400V2800FT BR VV002 05/04 A3018 RMK AO2 SFC VIS 3/4 SLP218 T00500044
2025-12-15T01:53:00.000000,KTCS 150153Z AUTO 00000KT 10SM CLR 11/M06 A3033 RMK AO2 SLP245 T01061061 $
2025-12-15T01:53:00.000000,KTWF 150153Z 20003KT 10SM CLR 02/M07 A3022 RMK AO2 SLP248 T00221072 $
2025-12-15T01:53:00.000000,KUAO 150153Z 00000KT 10SM BKN050 08/07 A3006 RMK AO2 SLP180 T00830072
2025-12-15T01:50:00.000000,EBAW 150150Z AUTO 18010KT 9999 // OVC009/// 06/04 Q1016
2025-12-15T01:50:00.000000,EBBR 150150Z 18008KT 9999 BKN009 05/04 Q1016 NOSIG
2025-12-15T01:50:00.000000,EBCI 150150Z 18013KT 9999 BKN007 04/03 Q1017 NOSIG
2025-12-15T01:50:00.000000,EBLG 150150Z 17010KT 9999 FEW007 04/02 Q1017 NOSIG
2025-12-15T01:50:00.000000,EBOS 150150Z 17017KT 9999 BKN006 BKN008 06/05 Q1014 NOSIG
2025-12-15T01:50:00.000000,EDAH 150150Z AUTO 24012KT 9999 // OVC008/// 05/04 Q1019
2025-12-15T01:50:00.000000,EDDC 150150Z AUTO 17006KT CAVOK 00/00 Q1022
2025-12-15T01:50:00.000000,EDDH 150150Z AUTO 21009KT 9999 OVC018 08/05 Q1017 NOSIG
2025-12-15T01:50:00.000000,EDDN 150150Z AUTO 13010KT 8000 OVC004 03/01 Q1023
2025-12-15T01:50:00.000000,EDDR 150150Z AUTO 13005KT 090V150 0900 R26/1100U FG VV003 03/02 Q1021
2025-12-15T01:50:00.000000,EDDS 150150Z AUTO 18004KT 150V210 7000 3400 BR BKN002 01/01 Q1021
2025-12-15T01:50:00.000000,EDDV 150150Z AUTO 16005KT CAVOK 05/04 Q1018
2025-12-15T01:50:00.000000,EDDW 150150Z AUTO 18007KT 9999 OVC012 06/04 Q1017
2025-12-15T01:50:00.000000,EDFH 150150Z 14013KT 0500 R21/0500N FG VV/// 03/02 Q1019
2025-12-15T01:50:00.000000,EDHI 150150Z AUTO 20009KT 9999 // OVC017/// 07/05 Q1017
2025-12-15T01:50:00.000000,EDMO 150150Z AUTO VRB01KT 0700 0600 R22/0900U FZFG VV/// M02/M02 Q1022
2025-12-15T01:50:00.000000,EDTL 150150Z AUTO 19005KT 1600 1400 R21/1700N // VV/// 03/03 Q1023
2025-12-15T01:50:00.000000,EDXW 150150Z AUTO 23017KT 9999 // OVC021/// 08/05 Q1013
2025-12-15T01:50:00.000000,EGJJ 150150Z AUTO 17016KT 9999 OVC007/// 10/09 Q1010
2025-12-15T01:50:00.000000,ELLX 150150Z AUTO 18009KT 140V210 0450 0150// R24/0550N -RA FG VV001 03/03 Q1019 NOSIG
2025-12-15T01:55:00.000000,ETAD 150155Z AUTO 21007KT 9000 BR OVC002 03/03 A3008 RMK AO2 SLP187 T00300026 $
2025-12-15T01:55:00.000000,ETEB 150155Z AUTO 15007KT 0400 FG VV000 01/00 A3016 RMK AO2 SLP240 T00110004 RVRNO FZRANO $
2025-12-15T01:55:00.000000,ETIK 150155Z AUTO 16003KT 5000 BR OVC003 03/02 A3020 RMK AO2 SLP237 T00340024 $
2025-12-15T01:50:00.000000,EDAH 150150Z AUTO 24012KT 9999 // OVC008/// 05/04 Q1019
2025-12-15T01:50:00.000000,EDXW 150150Z AUTO 23017KT 9999 // OVC021/// 08/05 Q1013
2025-12-15T01:50:00.000000,ELLX 150150Z AUTO 18009KT 140V210 0450 0150// R24/0550N -RA FG VV001 03/03 Q1019 NOSIG
2025-12-15T01:50:00.000000,ENBL 150150Z AUTO 19008KT 150V220 9000 -RA NCD 08/07 Q0992
2025-12-15T01:50:00.000000,ENDU 150150Z 11007KT 9999 SCT040 BKN060 00/M04 Q0991 RMK WIND 1374FT 11009KT WIND 2165FT 16022KT
2025-12-15T01:50:00.000000,ENHE 150150Z 16042KT 2300 RA OVC009 09/08 Q0981 W///S6
2025-12-15T01:50:00.000000,ENML 150150Z 08007KT 050V110 9999 SCT064 09/05 Q0987 RMK WIND 1587FT 20016KT
2025-12-15T01:50:00.000000,ENMS 150150Z AUTO 00000KT 9999 -RA FEW014/// SCT035/// BKN049/// 03/02 Q0990 RMK WIND 412FT /////KT
2025-12-15T01:50:00.000000,ENOA 150150Z 23031KT 3600 BR OVC007 10/09 Q0990 W///S6
2025-12-15T01:50:00.000000,ENSB 150150Z 12018KT 9999 -SN FEW015 BKN030 M02/M05 Q1004 RMK WIND 1400FT 10022KT
2025-12-15T01:50:00.000000,ENSH 150150Z AUTO 23006KT 5000 FEW015/// SCT021/// 07/06 Q0987 RMK WIND 0150FT 15007KT
2025-12-15T01:50:00.000000,ENST 150150Z AUTO 18010KT 140V220 9999 -RA NCD 09/05 Q0988 RMK WIND 0300FT 16016KT
2025-12-15T01:55:00.000000,ETAD 150155Z AUTO 21007KT 9000 BR OVC002 03/03 A3008 RMK AO2 SLP187 T00300026 $
2025-12-15T01:50:00.000000,LGAD 150150Z 00000KT 9999 FEW080 06/06 Q1025
2025-12-15T01:50:00.000000,LGEL 150150Z 00000KT 9999 FEW025 08/06 Q1025
2025-12-15T01:50:00.000000,LICD 150150Z AUTO 12015KT 9999 FEW020/// 18/14 Q1024
2025-12-15T01:50:00.000000,LICR 150150Z AUTO 06006KT 9999 NCD 11/07 Q1027
2025-12-15T01:50:00.000000,LIEA 150150Z 01005KT CAVOK 10/09 Q1023
2025-12-15T01:50:00.000000,LIMJ 150150Z 06007KT 9999 SCT027 SCT045 13/07 Q1026
2025-12-15T01:50:00.000000,LIPQ 150150Z AUTO 02003KT 9999 NCD M00/M01 Q1027
2025-12-15T01:50:00.000000,LIPY 150150Z AUTO 20004KT 4200 BR NCD 03/03 Q1027
2025-12-15T01:45:00.000000,LIRP 150145Z 13003KT 5000 BR NSC 04/04 Q1027 NOSIG
2025-12-15T01:53:00.000000,KFOK 150153Z 33018G29KT 6SM HZ M06/M12 A3001 RMK AO2 PK WND 34029/0150 SLP161 T10561117 $
2025-12-15T01:53:00.000000,KFWN 150153Z AUTO VRB04G16KT 10SM FEW029 SCT046 M07/M15 A3010 RMK AO2 SLP200 T10721150
2025-12-15T01:55:00.000000,KGUS 150155Z 26010KT 10SM FEW025 SCT200 M17/M21 A3060 RMK AO2A SLP395 T11731212
2025-12-15T01:53:00.000000,KHUF 150153Z 00000KT 10SM CLR M23/M24 A3071 RMK AO2 SLP417 T12281239
2025-12-15T01:53:00.000000,KIAG 150153Z 29010KT 10SM OVC024 M09/M13 A3034 RMK AO2 SLP299 T10891133
2025-12-15T01:53:00.000000,KLEB 150153Z VRB04KT 10SM CLR M08/M17 A2999 RMK AO2 SLP170 T10831172
2025-12-15T01:53:00.000000,KLWV 150153Z AUTO 36004KT CLR M16/M22 A3072 RMK AO2 SLP414 T11611217 $
2025-12-15T01:53:00.000000,KMCK 150153Z AUTO 18007KT 9SM CLR M04/M06 A3020 RMK AO2 SLP261 T10391056 $
2025-12-15T01:53:00.000000,KMIW 150153Z AUTO 15008KT 10SM CLR M18/M22 A3049 RMK AO2 SLP358 T11781217
2025-12-15T01:53:00.000000,KMSS 150153Z AUTO 28010KT 10SM CLR M13/M18 A3020 RMK AO2 SLP236 T11331178
2025-12-15T01:53:00.000000,KMTJ 150153Z AUTO 15007KT 10SM CLR 01/M03 A3040 RMK AO2 SLP306 T00061033
2025-12-15T01:53:00.000000,KMTO 150153Z AUTO 00000KT 10SM CLR M21/M23 A3067 RMK AO2 SLP407 T12061228 $
2025-12-15T01:53:00.000000,KOTM 150153Z AUTO 16006KT 10SM CLR M16/M21 A3053 RMK AO2 SLP363 T11611211
2025-12-15T01:53:00.000000,KSBM 150153Z AUTO 25008KT 10SM CLR M17/M21 A3049 RMK AO2 SLP347 T11671206
2025-12-15T01:53:00.000000,KSMQ 150153Z AUTO 31007G16KT 10SM BKN050 M07/M15 A3013 RMK AO2 SLP206 T10671150 $
2025-12-15T01:53:00.000000,KUUU 150153Z AUTO 34018G28KT 6SM -SN OVC035 M04/M08 A2990 RMK AO2 PK WND 34030/0111 SNB45 SLP127 P0000 T10441083
2025-12-15T01:53:00.000000,KALW 150153Z 00000KT 10SM BKN090 10/02 A3003 RMK AO2 SLP176 T01000022 $
2025-12-15T01:53:00.000000,KBFI 150153Z 13006KT 10SM SCT025 BKN038 OVC120 12/09 A2999 RMK AO2 SLP156 T01170089
2025-12-15T01:53:00.000000,KBMQ 150153Z AUTO 03004KT 10SM BKN018 03/M03 A3053 RMK AO2 SLP342 T00331028 $
2025-12-15T01:53:00.000000,KCNY 150153Z AUTO 24003KT 10SM CLR 00/M05 A3034 RMK AO2 SLP301 T00001050
2025-12-15T01:53:00.000000,KDLS 150153Z AUTO 00000KT 10SM CLR 06/05 A3006 RMK AO2 SLP179 T00610050
2025-12-15T01:53:00.000000,KFUL 150153Z 27003KT 10SM CLR 16/13 A3005 RMK AO2 SLP173 T01560128
